epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,205.341,3.31049,12.3382,2.05212,0,0,0,0,0,22.1667,0,0.000554542,0.000554542,0.000554542
2,390.741,2.49166,3.27565,1.41004,0,0,0,0,0,38.6758,0,0.00109922,0.00109922,0.00109922
3,571.183,2.29692,2.2793,1.28556,0,0,0,0,0,16.135,0,0.00163289,0.00163289,0.00163289
4,753.193,2.17407,1.8386,1.24733,0,0,0,0,0,69.934,0,0.00161749,0.00161749,0.00161749
5,934.384,2.10102,1.58947,1.20118,0,0,0,0,0,31.7917,0,0.00160099,0.00160099,0.00160099
6,1115.22,2.05986,1.45315,1.17778,0,0,0,0,0,23.3728,0,0.00158448,0.00158448,0.00158448
7,1293.01,1.99683,1.40041,1.13786,0,0,0,0,0,90.4653,0,0.00156798,0.00156798,0.00156798
8,1477.81,2.05851,1.35841,1.15748,0,0,0,0,0,47.276,0,0.00155148,0.00155148,0.00155148
9,1665.21,1.96625,1.33433,1.13788,0,0,0,0,0,36.1215,0,0.00153497,0.00153497,0.00153497
10,1845.74,1.92552,1.29681,1.12141,0,0,0,0,0,45.2361,0,0.00151847,0.00151847,0.00151847
11,2025.16,1.96339,1.29752,1.11428,0,0,0,0,0,62.0365,0,0.00150197,0.00150197,0.00150197
