epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,206.486,3.31049,12.3382,2.05212,0,0,0,0,0,22.1667,0,0.000554542,0.000554542,0.000554542
2,394.598,2.49166,3.27565,1.41004,0,0,0,0,0,38.6758,0,0.00109922,0.00109922,0.00109922
3,578.535,2.29692,2.2793,1.28556,0,0,0,0,0,16.135,0,0.00163289,0.00163289,0.00163289
4,759.731,2.17407,1.8386,1.24733,0,0,0,0,0,69.934,0,0.00161749,0.00161749,0.00161749
5,941.944,2.10102,1.58947,1.20118,0,0,0,0,0,31.7917,0,0.00160099,0.00160099,0.00160099
6,1123.97,2.05986,1.45315,1.17778,0,0,0,0,0,23.3728,0,0.00158448,0.00158448,0.00158448
7,1303.73,1.99683,1.40041,1.13786,0,0,0,0,0,90.4653,0,0.00156798,0.00156798,0.00156798
8,1484.52,2.05851,1.35841,1.15748,0,0,0,0,0,47.276,0,0.00155148,0.00155148,0.00155148
9,1670.55,1.96625,1.33433,1.13788,0,0,0,0,0,36.1215,0,0.00153497,0.00153497,0.00153497
10,1853.82,1.92552,1.29681,1.12141,0,0,0,0,0,45.2361,0,0.00151847,0.00151847,0.00151847
11,2036.88,1.96339,1.29752,1.11428,0,0,0,0,0,62.0365,0,0.00150197,0.00150197,0.00150197
12,2217.39,1.94097,1.27742,1.09775,0,0,0,0,0,64.2031,0,0.00148546,0.00148546,0.00148546
13,2392.21,1.90547,1.26873,1.1067,0,0,0,0,0,67.3403,0,0.00146896,0.00146896,0.00146896
14,2570.97,1.88113,1.21562,1.10386,0,0,0,0,0,41.5851,0,0.00145246,0.00145246,0.00145246
15,2763.1,1.86931,1.21605,1.07492,0,0,0,0,0,45.8819,0,0.00143595,0.00143595,0.00143595
16,2955.66,1.84856,1.17986,1.08588,0,0,0,0,0,80.9062,0,0.00141945,0.00141945,0.00141945
17,3142.24,1.85902,1.20712,1.08195,0,0,0,0,0,37.9062,0,0.00140295,0.00140295,0.00140295
18,3342.1,1.87429,1.1923,1.10452,0,0,0,0,0,63.5399,0,0.00138644,0.00138644,0.00138644
19,3540.71,1.82869,1.14177,1.0829,0,0,0,0,0,51.1649,0,0.00136994,0.00136994,0.00136994
20,3728.93,1.83587,1.14254,1.0758,0,0,0,0,0,63.6181,0,0.00135344,0.00135344,0.00135344
21,3917.72,1.8314,1.11563,1.08679,0,0,0,0,0,47.5625,0,0.00133693,0.00133693,0.00133693
22,4107.05,1.85997,1.18685,1.07436,0,0,0,0,0,64.8385,0,0.00132043,0.00132043,0.00132043
23,4293.16,1.78217,1.16221,1.05757,0,0,0,0,0,62.3021,0,0.00130393,0.00130393,0.00130393
24,4476.52,1.80084,1.1082,1.05842,0,0,0,0,0,66.8906,0,0.00128742,0.00128742,0.00128742
25,4662.46,1.7919,1.06633,1.05407,0,0,0,0,0,62.2569,0,0.00127092,0.00127092,0.00127092
26,4848.92,1.81807,1.11535,1.06147,0,0,0,0,0,59.658,0,0.00125442,0.00125442,0.00125442
27,5042.25,1.82063,1.12314,1.06878,0,0,0,0,0,56.066,0,0.00123791,0.00123791,0.00123791
28,5232.89,1.78125,1.08644,1.0703,0,0,0,0,0,81.4931,0,0.00122141,0.00122141,0.00122141
29,5420.62,1.79016,1.05389,1.06589,0,0,0,0,0,67.4062,0,0.00120491,0.00120491,0.00120491
