epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,8006.82,1.64063,1.2427,1.40138,0.63414,0.62927,0.55307,0.23698,2.11361,1.28536,1.38701,0.000990365,0.000990365,0.000990365
43,8196.9,1.62194,1.2404,1.40035,0.69896,0.63735,0.56241,0.25446,2.06962,1.24964,1.36932,0.000973861,0.000973861,0.000973861
44,8387.86,1.64987,1.23724,1.39719,0.55109,0.5765,0.51493,0.24305,2.14388,1.27015,1.40913,0.000957358,0.000957358,0.000957358
45,8576.85,1.62517,1.22411,1.39207,0.62374,0.62974,0.5374,0.23696,2.20326,1.23286,1.43707,0.000940855,0.000940855,0.000940855
46,8768.06,1.60789,1.23026,1.39529,0.56231,0.59238,0.5271,0.24651,2.04439,1.08503,1.34553,0.000924352,0.000924352,0.000924352
47,8958.76,1.60379,1.21867,1.37615,0.56453,0.55547,0.50044,0.2361,2.14029,1.2426,1.4002,0.000907848,0.000907848,0.000907848
48,9144,1.60643,1.20181,1.37724,0.61437,0.54186,0.48647,0.2341,2.13455,1.18292,1.39827,0.000891345,0.000891345,0.000891345
49,9337.72,1.59167,1.19897,1.36612,0.54016,0.61032,0.56877,0.27098,1.97586,1.19008,1.30443,0.000874842,0.000874842,0.000874842
50,9526.07,1.60708,1.20678,1.3714,0.61934,0.57762,0.56177,0.24839,2.15779,1.19386,1.3967,0.000858338,0.000858338,0.000858338
51,9715.95,1.58341,1.20096,1.36549,0.66096,0.60116,0.56768,0.27991,2.10882,1.08466,1.40549,0.000841835,0.000841835,0.000841835
52,9903.11,1.5901,1.2052,1.3684,0.62268,0.56663,0.54165,0.27155,2.21097,1.26762,1.45768,0.000825332,0.000825332,0.000825332
53,10092,1.56967,1.19667,1.37074,0.63209,0.62048,0.60271,0.29501,1.96863,1.16842,1.30754,0.000808828,0.000808828,0.000808828
54,10285.9,1.56662,1.17409,1.35176,0.5506,0.65328,0.51393,0.25718,2.22291,1.24143,1.45262,0.000792325,0.000792325,0.000792325
55,10477.7,1.57098,1.19305,1.37407,0.65497,0.57306,0.53805,0.26101,2.2212,1.19204,1.45322,0.000775822,0.000775822,0.000775822
56,10671,1.56909,1.16712,1.35818,0.73224,0.59452,0.6112,0.3209,1.956,1.07781,1.29354,0.000759318,0.000759318,0.000759318
57,10865.2,1.54634,1.15979,1.35194,0.63435,0.56877,0.55401,0.2769,2.26082,1.24227,1.48679,0.000742815,0.000742815,0.000742815
58,11052.5,1.55105,1.16123,1.352,0.66148,0.64864,0.57026,0.26248,2.01117,1.06752,1.34301,0.000726312,0.000726312,0.000726312
59,11239.4,1.54391,1.13236,1.34207,0.60385,0.61619,0.57153,0.2689,2.15846,1.23444,1.41921,0.000709809,0.000709809,0.000709809
60,11424.5,1.56686,1.17957,1.35871,0.60575,0.56254,0.52775,0.26165,2.26808,1.31564,1.4955,0.000693305,0.000693305,0.000693305
61,11608.1,1.5329,1.1349,1.34402,0.65222,0.645,0.60174,0.27313,2.10536,1.16711,1.39014,0.000676802,0.000676802,0.000676802
62,11790.3,1.53154,1.12406,1.32679,0.66816,0.59357,0.58749,0.2932,2.11897,1.20716,1.39095,0.000660299,0.000660299,0.000660299
63,11979.3,1.5108,1.10536,1.32084,0.66005,0.62316,0.58469,0.29719,2.11174,1.15608,1.39985,0.000643795,0.000643795,0.000643795
64,12163.3,1.50558,1.11662,1.33263,0.76546,0.61445,0.63527,0.32979,2.00576,1.15316,1.3226,0.000627292,0.000627292,0.000627292
65,12356.1,1.51417,1.13309,1.33781,0.64551,0.64429,0.60254,0.30158,1.98443,1.09124,1.29739,0.000610789,0.000610789,0.000610789
66,12543.9,1.49786,1.09226,1.31857,0.69542,0.61854,0.61381,0.32296,2.12259,1.17419,1.38044,0.000594286,0.000594286,0.000594286
67,12728.9,1.49044,1.09234,1.30558,0.53293,0.68332,0.57094,0.27649,2.145,1.22785,1.41075,0.000577782,0.000577782,0.000577782
68,12917.4,1.49874,1.09306,1.31003,0.69289,0.58379,0.59233,0.30982,2.06718,1.18946,1.3681,0.000561279,0.000561279,0.000561279
69,13103.1,1.50337,1.0991,1.31096,0.71651,0.62048,0.64144,0.32506,2.07073,1.12108,1.36018,0.000544776,0.000544776,0.000544776
70,13289.4,1.47569,1.06415,1.29685,0.67929,0.61404,0.62979,0.3353,2.01089,1.13106,1.32085,0.000528272,0.000528272,0.000528272
71,13474.3,1.4782,1.08089,1.2988,0.71678,0.584,0.5892,0.30541,2.14383,1.12781,1.41302,0.000511769,0.000511769,0.000511769
72,13663.1,1.48015,1.07932,1.29758,0.68446,0.58759,0.61488,0.30532,2.07697,1.13978,1.37727,0.000495266,0.000495266,0.000495266
73,13856.8,1.48172,1.08042,1.31551,0.71136,0.6119,0.57412,0.29492,2.05797,1.14019,1.34617,0.000478762,0.000478762,0.000478762
74,14049.7,1.48105,1.06984,1.29945,0.69496,0.62712,0.61828,0.32257,2.10348,1.11196,1.3808,0.000462259,0.000462259,0.000462259
75,14239.1,1.46044,1.05619,1.28961,0.74834,0.63334,0.63193,0.3195,2.1299,1.14843,1.40432,0.000445756,0.000445756,0.000445756
76,14434.1,1.47454,1.05076,1.28575,0.6478,0.62203,0.60234,0.31498,2.14312,1.13059,1.43145,0.000429253,0.000429253,0.000429253
