epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2617.79,1.50177,1.09344,1.44483,0.68079,0.76099,0.70385,0.41879,1.73419,1.06949,1.6745,0.000990365,0.000990365,0.000990365
43,2666.9,1.47333,1.05545,1.40892,0.70064,0.7498,0.69052,0.35915,1.86397,1.08803,1.82069,0.000973861,0.000973861,0.000973861
44,2715.89,1.47703,1.07274,1.417,0.67995,0.7093,0.70544,0.38407,1.87596,1.09437,1.85217,0.000957358,0.000957358,0.000957358
45,2764.83,1.45983,1.04969,1.40872,0.72178,0.58185,0.66695,0.34999,2.02133,1.20451,1.98887,0.000940855,0.000940855,0.000940855
46,2813.73,1.46883,1.06277,1.41099,0.7087,0.64899,0.68109,0.39096,2.14302,1.09573,2.20853,0.000924352,0.000924352,0.000924352
47,2863.38,1.44353,1.02713,1.39174,0.64572,0.67386,0.65785,0.33992,2.12087,1.138,2.10285,0.000907848,0.000907848,0.000907848
48,2912.39,1.45694,1.05124,1.41082,0.59601,0.71854,0.6633,0.35721,1.96676,1.05264,1.94115,0.000891345,0.000891345,0.000891345
49,2961.25,1.44638,1.04148,1.40912,0.76249,0.63121,0.70406,0.41946,1.75305,1.03057,1.74478,0.000874842,0.000874842,0.000874842
50,3010.37,1.42578,1.02057,1.39359,0.71783,0.66642,0.68539,0.36954,2.02005,1.06792,1.99405,0.000858338,0.000858338,0.000858338
51,3059.5,1.43063,1.0232,1.39135,0.7278,0.67488,0.69409,0.36914,1.89459,1.02203,1.86767,0.000841835,0.000841835,0.000841835
52,3108.36,1.41995,1.00574,1.39624,0.68454,0.66406,0.66797,0.35681,1.95035,1.20407,1.89928,0.000825332,0.000825332,0.000825332
53,3157.71,1.43645,1.00424,1.37688,0.71761,0.68417,0.71564,0.39691,1.84015,1.06928,1.86658,0.000808828,0.000808828,0.000808828
54,3206.77,1.42191,1.01301,1.40463,0.69347,0.72001,0.71407,0.39414,1.91879,1.01424,1.92888,0.000792325,0.000792325,0.000792325
55,3255.55,1.42667,1.01607,1.38072,0.6278,0.70264,0.65634,0.36247,1.8764,1.08932,1.86084,0.000775822,0.000775822,0.000775822
56,3304.55,1.43019,1.00536,1.38392,0.74279,0.61906,0.67646,0.37306,1.87039,1.09353,1.89135,0.000759318,0.000759318,0.000759318
57,3353.39,1.41427,0.98583,1.37513,0.66461,0.70468,0.61938,0.3445,2.09571,1.05226,2.06848,0.000742815,0.000742815,0.000742815
58,3402.44,1.40645,0.98232,1.37236,0.73777,0.67689,0.69375,0.37499,2.08639,1.11064,2.08739,0.000726312,0.000726312,0.000726312
59,3451.67,1.40814,0.98822,1.36026,0.73669,0.68119,0.69304,0.37937,2.02714,1.03912,2.00015,0.000709809,0.000709809,0.000709809
60,3500.88,1.39288,0.96589,1.36829,0.64406,0.76559,0.68587,0.39098,1.95825,1.052,1.99841,0.000693305,0.000693305,0.000693305
61,3549.79,1.40471,0.96727,1.36281,0.6771,0.67883,0.67378,0.35587,2.05729,1.04249,2.07462,0.000676802,0.000676802,0.000676802
62,3599.21,1.37107,0.94283,1.35503,0.72334,0.71312,0.72636,0.42706,1.87599,0.96759,1.89336,0.000660299,0.000660299,0.000660299
63,3648.19,1.38488,0.97357,1.35035,0.74465,0.69249,0.72609,0.41814,1.78803,0.9936,1.78393,0.000643795,0.000643795,0.000643795
64,3697.18,1.39197,0.95544,1.35467,0.70715,0.67883,0.71657,0.4097,1.83788,0.979,1.86556,0.000627292,0.000627292,0.000627292
65,3746.45,1.37369,0.96261,1.35015,0.68271,0.75904,0.67438,0.36753,2.01273,1.10956,2.05774,0.000610789,0.000610789,0.000610789
66,3795.93,1.37082,0.93515,1.3388,0.68655,0.77171,0.72809,0.41291,1.87298,0.97784,1.88854,0.000594286,0.000594286,0.000594286
67,3845.5,1.37415,0.94456,1.3371,0.6848,0.76228,0.71657,0.41328,1.85612,1.07917,1.8873,0.000577782,0.000577782,0.000577782
68,3894.33,1.35981,0.92375,1.3387,0.67613,0.74167,0.70427,0.40241,1.96951,1.04356,2.03646,0.000561279,0.000561279,0.000561279
69,3943.43,1.37943,0.93195,1.33864,0.6938,0.73288,0.71941,0.40273,1.90057,1.01572,1.91854,0.000544776,0.000544776,0.000544776
70,3992.71,1.35496,0.92483,1.32782,0.70785,0.77362,0.72957,0.43052,1.77425,0.95379,1.78021,0.000528272,0.000528272,0.000528272
71,4041.44,1.35492,0.91834,1.33415,0.6666,0.67502,0.64834,0.37393,2.10062,1.02593,2.13808,0.000511769,0.000511769,0.000511769
72,4090.53,1.33667,0.91619,1.32811,0.7153,0.68782,0.73758,0.41329,1.95768,0.97642,1.95843,0.000495266,0.000495266,0.000495266
73,4139.59,1.33674,0.90847,1.3227,0.78787,0.72859,0.72067,0.40879,2.01927,0.97278,2.05253,0.000478762,0.000478762,0.000478762
74,4188.47,1.33236,0.89955,1.32054,0.75165,0.69677,0.72209,0.40381,2.03946,0.99889,2.06015,0.000462259,0.000462259,0.000462259
75,4237.13,1.33525,0.8974,1.31738,0.75728,0.70069,0.73176,0.43469,1.9892,0.96568,2.04108,0.000445756,0.000445756,0.000445756
76,4285.94,1.33955,0.88569,1.32325,0.73685,0.68159,0.69972,0.39069,2.16211,0.97379,2.18733,0.000429253,0.000429253,0.000429253
77,4335.14,1.33429,0.88823,1.3051,0.77895,0.72854,0.76394,0.44672,1.90766,0.92754,1.9164,0.000412749,0.000412749,0.000412749
78,4384.56,1.34212,0.88249,1.29697,0.74363,0.75884,0.73565,0.44045,1.81779,0.96563,1.86859,0.000396246,0.000396246,0.000396246
79,4433.35,1.32026,0.88528,1.31562,0.71031,0.69849,0.71594,0.40148,2.12378,1.06625,2.23979,0.000379743,0.000379743,0.000379743
